location,listPrice,livingArea,additionalArea,plotArea,source,rooms,published,constructionYear,objectType,booliId,soldDate,soldPrice,soldPriceSource,url,rent,floor,isNewConstruction
"{'address': {'streetAddress': 'Tunavägen 30', 'city': 'Falun'}, 'position': {'latitude': 60.59092307, 'longitude': 15.61636272}, 'namedAreas': ['Pilbo'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1050000.0,83.0,16.0,1294.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",4.0,2016-10-28 10:35:47,1932.0,Villa,2206264,2016-11-11,1800000,bid,https://www.booli.se/annons/2206264,,,
"{'address': {'streetAddress': 'Tiskbergsvägen 28', 'city': 'Falun'}, 'position': {'latitude': 60.590992, 'longitude': 15.635989}, 'namedAreas': ['Falun'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2575000.0,165.0,26.0,1030.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",5.0,2016-10-21 17:42:07,1983.0,Villa,2202611,2016-11-04,3680000,bid,https://www.booli.se/annons/2202611,,,
"{'address': {'streetAddress': 'Råvägen 10', 'city': 'Falun'}, 'position': {'latitude': 60.61747536, 'longitude': 15.59489162}, 'namedAreas': ['Stenslund'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2675000.0,145.0,51.0,1000.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",5.0,2016-10-04 18:39:51,1978.0,Villa,2190449,2016-10-24,2770000,bid,https://www.booli.se/annons/2190449,,,
"{'address': {'streetAddress': 'Porsvägen 1', 'city': 'Falun'}, 'position': {'latitude': 60.594194, 'longitude': 15.680326}, 'namedAreas': ['Haraldsbo'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2250000.0,111.0,111.0,1137.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",5.0,2016-09-16 23:25:51,1954.0,Villa,2171884,2016-10-13,2275000,bid,https://www.booli.se/annons/2171884,,,
"{'address': {'streetAddress': 'Björkboda 22'}, 'position': {'latitude': 60.822024, 'longitude': 15.706946}, 'namedAreas': ['Enviken'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",950000.0,62.0,80.0,,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",6.0,2016-08-19 22:46:53,1900.0,Villa,2157032,2016-10-07,950000,bid,https://www.booli.se/annons/2157032,,,
"{'address': {'streetAddress': 'Vikavägen 163', 'city': 'Vika'}, 'position': {'latitude': 60.51037903, 'longitude': 15.7085302}, 'namedAreas': ['Vika'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",5200000.0,162.0,142.0,2230.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",9.0,2016-08-18 14:33:00,1959.0,Villa,2155508,2016-09-17,5500000,bid,https://www.booli.se/annons/2155508,,,
"{'address': {'streetAddress': 'Vinkelvägen 10', 'city': 'Falun'}, 'position': {'latitude': 60.60030382, 'longitude': 15.66040745}, 'namedAreas': ['Nedre Norslund'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3750000.0,232.0,40.0,1558.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",8.0,2016-08-13 00:38:04,1920.0,Villa,2118746,2016-09-09,3900000,bid,https://www.booli.se/annons/2118746,,,
"{'address': {'streetAddress': 'Hästbergsringen 11', 'city': 'Falun'}, 'position': {'latitude': 60.62278, 'longitude': 15.629597}, 'namedAreas': ['Britsarvet'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",4500000.0,119.0,127.0,1089.0,"{'name': 'Länsförsäkringar Fastighetsförmedling', 'id': 64, 'type': 'Broker', 'url': 'https://www.lansfast.se/'}",8.0,2016-08-18 21:00:19,1971.0,Villa,2156007,2016-09-09,5100000,bid,https://www.booli.se/annons/2156007,,,
"{'address': {'streetAddress': 'Pilbovägen 35', 'city': 'Falun'}, 'position': {'latitude': 60.59119755, 'longitude': 15.61301906}, 'namedAreas': ['Pilbo'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2795000.0,117.0,76.0,1576.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",8.0,2016-08-18 19:51:42,1915.0,Villa,2155919,2016-09-02,3500000,bid,https://www.booli.se/annons/2155919,,,
"{'address': {'streetAddress': 'Ön 93'}, 'position': {'latitude': 60.747053, 'longitude': 15.940931}, 'namedAreas': ['Svärdsjö'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1150000.0,100.0,,1497.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",4.0,2016-07-20 23:11:03,1993.0,Villa,2137885,2016-08-05,1750000,bid,https://www.booli.se/annons/2137885,,,
"{'address': {'streetAddress': 'Sörbo 145'}, 'position': {'latitude': 60.541794, 'longitude': 15.511349}, 'namedAreas': ['Aspeboda'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2795000.0,273.0,60.0,6347.0,"{'name': 'HusmanHagberg', 'id': 1610, 'type': 'Broker', 'url': 'http://www.husmanhagberg.se/'}",7.0,2016-06-18 14:35:22,1909.0,Villa,2129592,2016-07-14,2875000,bid,https://www.booli.se/annons/2129592,,,
"{'address': {'streetAddress': 'Sveden 135'}, 'position': {'latitude': 60.732757, 'longitude': 15.866525}, 'namedAreas': ['Sveden'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1995000.0,134.0,143.0,5750.0,"{'name': 'Länsförsäkringar Fastighetsförmedling', 'id': 64, 'type': 'Broker', 'url': 'https://www.lansfast.se/'}",5.0,2016-06-23 13:30:22,1978.0,Villa,2131525,2016-07-11,2310000,bid,https://www.booli.se/annons/2131525,,,
"{'address': {'streetAddress': 'Uggelviken 18'}, 'position': {'latitude': 60.650607, 'longitude': 15.634786}, 'namedAreas': ['79191'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3975000.0,135.0,,3942.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",6.0,2016-06-14 03:50:13,2004.0,Villa,2126544,2016-07-06,4500000,bid,https://www.booli.se/annons/2126544,,,
"{'address': {'streetAddress': 'Prästkragsvägen 11', 'city': 'Falun'}, 'position': {'latitude': 60.635104, 'longitude': 15.60101}, 'namedAreas': ['Stennäset'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3350000.0,152.0,28.0,946.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",6.0,2016-06-10 15:39:27,1991.0,Villa,2124812,2016-06-30,3420000,bid,https://www.booli.se/annons/2124812,,,
"{'address': {'streetAddress': 'Britta Hazelius väg 17', 'city': 'Falun'}, 'position': {'latitude': 60.57474, 'longitude': 15.63491}, 'namedAreas': ['Källviken'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1995000.0,122.0,,,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",5.0,2016-06-02 17:08:11,2016.0,Villa,2118866,2016-06-28,2275000,bid,https://www.booli.se/annons/2118866,,,1.0
"{'address': {'streetAddress': 'Gläntan 17', 'city': 'Bengtsheden'}, 'position': {'latitude': 60.727935, 'longitude': 15.880457}, 'namedAreas': ['Svärdsjö'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",800000.0,105.0,100.0,1496.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",5.0,2016-03-15 20:39:18,1952.0,Villa,2056866,2016-06-27,650000,bid,https://www.booli.se/annons/2056866,,,
"{'address': {'streetAddress': 'Granatstigen 29', 'city': 'Falun'}, 'position': {'latitude': 60.579636, 'longitude': 15.639361}, 'namedAreas': ['Galgberget'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3895000.0,144.0,,1502.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",5.0,2016-06-10 14:57:52,2010.0,Villa,2124691,2016-06-24,4210000,bid,https://www.booli.se/annons/2124691,,,
"{'address': {'streetAddress': 'Yttertänger 120'}, 'position': {'latitude': 60.83952414, 'longitude': 15.76302872}, 'namedAreas': ['Enviken'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",575000.0,,,985.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",3.0,2016-05-27 23:45:22,,Villa,2115460,2016-06-17,765000,bid,https://www.booli.se/annons/2115460,,,
"{'address': {'streetAddress': 'Pilbovägen 53', 'city': 'Falun'}, 'position': {'latitude': 60.58864983, 'longitude': 15.61380062}, 'namedAreas': ['Pilbo'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",900000.0,81.0,44.0,1258.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",3.0,2016-05-30 13:02:14,1939.0,Villa,2116136,2016-06-15,1070000,bid,https://www.booli.se/annons/2116136,,,
"{'address': {'streetAddress': 'Utanhed 60'}, 'position': {'latitude': 60.533484, 'longitude': 15.728837}, 'namedAreas': ['Vika'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",4750000.0,141.0,,3612.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",3.0,2016-05-08 21:01:14,1986.0,Villa,2057729,2016-06-07,5200000,bid,https://www.booli.se/annons/2057729,,,
"{'address': {'streetAddress': 'Prästkragsvägen 1', 'city': 'Falun'}, 'position': {'latitude': 60.63357426, 'longitude': 15.59942722}, 'namedAreas': ['Stennäset'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",4190000.0,214.0,79.0,3802.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",6.0,2016-05-10 07:36:58,1910.0,Villa,2097248,2016-05-26,4325000,bid,https://www.booli.se/annons/2097248,,,
"{'address': {'streetAddress': 'Kniva 285'}, 'position': {'latitude': 60.556388, 'longitude': 15.829141}, 'namedAreas': ['Kniva'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2390000.0,113.0,113.0,3656.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",5.0,2016-05-03 21:29:08,1979.0,Villa,2055174,2016-05-26,2620000,bid,https://www.booli.se/annons/2055174,,,
"{'address': {'streetAddress': 'Riset 50'}, 'position': {'latitude': 60.675823, 'longitude': 15.806}, 'namedAreas': ['Sundborn'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1750000.0,128.0,29.0,2377.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",5.0,2016-05-06 20:20:18,1980.0,Villa,2083812,2016-05-20,2100000,bid,https://www.booli.se/annons/2083812,,,
"{'address': {'streetAddress': 'Svensvägen 14', 'city': 'Sågmyra'}, 'position': {'latitude': 60.709199, 'longitude': 15.297035}, 'namedAreas': ['Sågmyra'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",850000.0,112.0,61.0,4937.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",6.0,2016-04-20 00:15:12,,Villa,2081032,2016-05-10,1110000,bid,https://www.booli.se/annons/2081032,,,
"{'address': {'streetAddress': 'Klampvägen 42', 'city': 'Bjursås'}, 'position': {'latitude': 60.734771, 'longitude': 15.437546}, 'namedAreas': ['Bjursås'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",450000.0,43.0,65.0,2515.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",4.0,2016-04-12 12:26:37,,Villa,2074266,2016-05-03,450000,bid,https://www.booli.se/annons/2074266,,,
"{'address': {'streetAddress': 'Norra Mariegatan 5B', 'city': 'Falun'}, 'position': {'latitude': 60.613764, 'longitude': 15.626079}, 'namedAreas': ['Östanfors'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3150000.0,135.0,,329.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",5.0,2016-04-11 06:33:02,1983.0,Villa,2073397,2016-04-23,3750000,bid,https://www.booli.se/annons/2073397,,,
"{'address': {'streetAddress': 'Blomstervägen 18', 'city': 'Falun'}, 'position': {'latitude': 60.621304, 'longitude': 15.637901}, 'namedAreas': ['Hästberg'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2895000.0,116.0,56.0,1281.0,"{'name': 'Länsförsäkringar Fastighetsförmedling', 'id': 64, 'type': 'Broker', 'url': 'https://www.lansfast.se/'}",5.0,2016-03-22 16:59:34,1953.0,Villa,2060524,2016-04-12,3120000,bid,https://www.booli.se/annons/2060524,,,
"{'address': {'streetAddress': 'Gustafsbergsvägen 13', 'city': 'Linghed'}, 'position': {'latitude': 60.789391, 'longitude': 15.902606}, 'namedAreas': ['Linghed'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",550000.0,126.0,44.0,6142.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",6.0,2016-02-29 13:01:19,1914.0,Villa,2047082,2016-03-25,1100000,bid,https://www.booli.se/annons/2047082,,,
"{'address': {'streetAddress': 'Backbergsvägen 45', 'city': 'Falun'}, 'position': {'latitude': 60.597109, 'longitude': 15.754683}, 'namedAreas': ['Hosjö'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1675000.0,85.0,73.0,1172.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",3.0,2016-02-26 20:17:58,1964.0,Villa,2045348,2016-03-19,1840000,bid,https://www.booli.se/annons/2045348,,,
"{'address': {'streetAddress': 'Hosjö Backe 25', 'city': 'Falun'}, 'position': {'latitude': 60.596517, 'longitude': 15.752953}, 'namedAreas': ['Hosjö'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2490000.0,125.0,125.0,897.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",6.0,2016-02-20 03:13:23,1965.0,Villa,2032065,2016-03-16,3250000,bid,https://www.booli.se/annons/2032065,,,
"{'address': {'streetAddress': 'Bergsgården 19'}, 'position': {'latitude': 60.658085, 'longitude': 15.564942}, 'namedAreas': ['Bergsgården'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",4300000.0,161.0,38.0,1717.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",6.0,2016-02-12 19:18:57,2012.0,Villa,2037366,2016-03-03,4300000,bid,https://www.booli.se/annons/2037366,,,
"{'address': {'streetAddress': 'Hästbergsvägen 22', 'city': 'Falun'}, 'position': {'latitude': 60.621482, 'longitude': 15.636388}, 'namedAreas': ['Britsarvet'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2950000.0,188.0,,760.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",5.0,2016-01-27 13:59:36,1975.0,Villa,2028354,2016-02-17,3425000,bid,https://www.booli.se/annons/2028354,,,
"{'address': {'streetAddress': 'Korsnäsvägen 126', 'city': 'Falun'}, 'position': {'latitude': 60.59664446, 'longitude': 15.6799301}, 'namedAreas': ['Haraldsbo'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1200000.0,54.0,54.0,1516.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",2.0,2015-12-29 21:25:21,1940.0,Villa,2014209,2016-01-22,1280000,bid,https://www.booli.se/annons/2014209,,,
"{'address': {'streetAddress': 'Bergshauptmansgatan 23', 'city': 'Falun'}, 'position': {'latitude': 60.60210272, 'longitude': 15.62635217}, 'namedAreas': ['Elsborg'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",4400000.0,300.0,,440.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",8.0,2015-12-30 17:42:10,1909.0,Villa,2013720,2016-01-16,5125000,bid,https://www.booli.se/annons/2013720,,,
"{'address': {'streetAddress': 'Gramsängsslingan 6', 'city': 'Vika'}, 'position': {'latitude': 60.511904, 'longitude': 15.724583}, 'namedAreas': ['Vika'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1595000.0,141.0,,1554.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",6.0,2015-12-29 15:40:05,1991.0,Villa,1920093,2016-01-16,1730000,bid,https://www.booli.se/annons/1920093,,,
"{'address': {'streetAddress': 'Rättviksvägen 30', 'city': 'Grycksbo'}, 'position': {'latitude': 60.69194414, 'longitude': 15.48843705}, 'namedAreas': ['Grycksbo'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1500000.0,111.0,111.0,3086.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",4.0,2015-12-05 20:04:25,1965.0,Villa,2009385,2015-12-18,1720000,bid,https://www.booli.se/annons/2009385,,,
"{'address': {'streetAddress': 'Kroktjärnsvägen 86'}, 'position': {'latitude': 60.69184, 'longitude': 16.068171}, 'namedAreas': ['Svärdsjö'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",995000.0,40.0,,1405.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",2.0,2015-11-13 02:31:39,1964.0,Villa,1998285,2015-12-03,1075000,bid,https://www.booli.se/annons/1998285,,,
"{'address': {'streetAddress': 'Hagalundsvägen 8', 'city': 'Grycksbo'}, 'position': {'latitude': 60.683793, 'longitude': 15.508327}, 'namedAreas': ['Grycksbo'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1795000.0,151.0,5.0,4630.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",5.0,2015-10-13 12:16:37,1920.0,Villa,1966715,2015-11-20,2010000,bid,https://www.booli.se/annons/1966715,,,
"{'address': {'streetAddress': 'Idunvägen 5', 'city': 'Falun'}, 'position': {'latitude': 60.61776, 'longitude': 15.63361}, 'namedAreas': ['Kyrkbacken'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",4150000.0,165.0,18.0,1222.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",6.0,2015-10-24 03:35:25,1921.0,Villa,1985090,2015-11-19,5250000,bid,https://www.booli.se/annons/1985090,,,
"{'address': {'streetAddress': 'Slaggen 50'}, 'position': {'latitude': 60.555676, 'longitude': 15.520394}, 'namedAreas': ['Aspeboda'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1900000.0,183.0,,2727.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",6.0,2015-10-21 23:05:07,1976.0,Villa,1982612,2015-11-07,2350000,bid,https://www.booli.se/annons/1982612,,,
"{'address': {'streetAddress': 'Linjevägen 22', 'city': 'Falun'}, 'position': {'latitude': 60.589587, 'longitude': 15.613782}, 'namedAreas': ['Falun'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3550000.0,218.0,72.0,975.0,"{'name': 'Slagga.se', 'id': 1401, 'type': 'Broker', 'url': 'http://www.slagga.se/'}",8.0,2015-10-04 23:38:31,1992.0,Villa,1967135,2015-10-28,3450000,bid,https://www.booli.se/annons/1967135,,,
"{'address': {'streetAddress': 'Skutuddsvägen 12B', 'city': 'Falun'}, 'position': {'latitude': 60.58498, 'longitude': 15.741551}, 'namedAreas': ['Hosjö'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",4200000.0,130.7,81.4,1739.0,"{'name': 'Privatmäklaren', 'id': 1567, 'type': 'Broker', 'url': 'http://www.privatmaklaren.se/'}",5.0,2015-09-10 21:16:04,2006.0,Villa,1951623,2015-10-23,3800000,bid,https://www.booli.se/annons/1951623,,,
"{'address': {'streetAddress': 'Skutuddsvägen 12B', 'city': 'Falun'}, 'position': {'latitude': 60.58498, 'longitude': 15.741551}, 'namedAreas': ['Hosjö'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",4200000.0,130.7,81.4,1739.0,"{'name': 'Privatmäklaren', 'id': 1567, 'type': 'Broker', 'url': 'http://www.privatmaklaren.se/'}",5.0,2015-09-24 19:42:23,2006.0,Villa,1961299,2015-10-23,3800000,bid,https://www.booli.se/annons/1961299,,,
"{'address': {'streetAddress': 'Lund 70'}, 'position': {'latitude': 60.469598, 'longitude': 15.779875}, 'namedAreas': ['Vika'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1250000.0,150.0,,17455.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",6.0,2015-09-11 16:32:59,1909.0,Villa,1952439,2015-09-29,1910000,bid,https://www.booli.se/annons/1952439,,,
"{'address': {'streetAddress': 'Andersbo 89'}, 'position': {'latitude': 60.775026, 'longitude': 15.401614}, 'namedAreas': ['Bjursås'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",995000.0,117.0,66.0,1592.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",5.0,2015-08-28 19:52:43,1943.0,Villa,1943356,2015-09-28,895000,bid,https://www.booli.se/annons/1943356,,,
"{'address': {'streetAddress': 'Magistratsvägen 4', 'city': 'Falun'}, 'position': {'latitude': 60.583708, 'longitude': 15.619237}, 'namedAreas': ['Falun'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3475000.0,161.0,,897.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",6.0,2015-08-21 11:46:46,1988.0,Villa,1937999,2015-09-17,3475000,bid,https://www.booli.se/annons/1937999,,,
"{'address': {'streetAddress': 'Skolmästarevägen 6', 'city': 'Falun'}, 'position': {'latitude': 60.615763, 'longitude': 15.628675}, 'namedAreas': ['Falun'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3950000.0,173.0,,974.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",5.0,2015-09-01 03:08:03,1916.0,Villa,1944477,2015-09-15,5000000,bid,https://www.booli.se/annons/1944477,,,
"{'address': {'streetAddress': 'Kopparvägen 13', 'city': 'Falun'}, 'position': {'latitude': 60.595258, 'longitude': 15.675756}, 'namedAreas': ['Haraldsbo'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1650000.0,82.0,82.0,1065.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",4.0,2015-08-20 01:23:44,1960.0,Villa,1936844,2015-09-05,2140000,bid,https://www.booli.se/annons/1936844,,,
"{'address': {'streetAddress': 'Vilauddsvägen 5'}, 'position': {'latitude': 60.577861, 'longitude': 15.556388}, 'namedAreas': ['79194'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",3750000.0,158.0,,2125.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",6.0,2015-08-06 23:10:27,1935.0,Villa,1928364,2015-08-28,4245000,bid,https://www.booli.se/annons/1928364,,,
"{'address': {'streetAddress': 'Rörosvägen 21', 'city': 'Falun'}, 'position': {'latitude': 60.601067, 'longitude': 15.674207}, 'namedAreas': ['Övre Norslund'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2475000.0,83.0,81.0,880.0,"{'name': 'Svensk Fastighetsförmedling', 'id': 713, 'type': 'Broker', 'url': 'http://www.svenskfast.se/'}",4.0,2015-08-05 17:11:02,1961.0,Villa,1927483,2015-08-28,3110000,bid,https://www.booli.se/annons/1927483,,,
"{'address': {'streetAddress': 'Pilbovägen 9', 'city': 'Falun'}, 'position': {'latitude': 60.59328717, 'longitude': 15.61196639}, 'namedAreas': ['Pilbo'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2395000.0,140.0,35.0,1518.0,"{'name': 'Fastighetsbyrån', 'id': 1573, 'type': 'Broker', 'url': 'http://www.fastighetsbyran.se/'}",4.0,2015-08-06 16:01:30,1909.0,Villa,1919592,2015-08-28,2700000,bid,https://www.booli.se/annons/1919592,,,
"{'address': {'streetAddress': 'Lilla Efrikgården 14'}, 'position': {'latitude': 60.67395, 'longitude': 15.615991}, 'namedAreas': ['79191'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",2750000.0,186.0,,2207.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",6.0,2015-07-31 17:53:30,2012.0,Villa,1917716,2015-08-24,3000000,bid,https://www.booli.se/annons/1917716,,,1.0
"{'address': {'streetAddress': 'Trädgårdsstigen 9', 'city': 'Grycksbo'}, 'position': {'latitude': 60.68176297, 'longitude': 15.50213346}, 'namedAreas': ['Grycksbo'], 'region': {'municipalityName': 'Falun', 'countyName': 'Dalarnas län'}}",1250000.0,85.0,17.0,2071.0,"{'name': 'SkandiaMäklarna', 'id': 1570, 'type': 'Broker', 'url': 'http://www.skandiamaklarna.se/'}",4.0,2015-07-28 19:21:32,1935.0,Villa,1923833,2015-08-14,1800000,bid,https://www.booli.se/annons/1923833,,,
